MonitoringLocationIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.11571,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Iron,Dissolved,0.02094,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Manganese,Dissolved,0.01181,mg/l
11NPSWRD_WQX-GRSM_BD_RPTF,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Aluminum,Dissolved,0.03,mg/l
11NPSWRD_WQX-GRSM_BD_WCST,Manganese,Dissolved,0.00356,mg/l
11NPSWRD_WQX-GRSM_BD_WCST,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0252,Manganese,Dissolved,0.207,mg/l
11NPSWRD_WQX-GRSM_F_0270,Aluminum,Dissolved,0.024,mg/l
11NPSWRD_WQX-GRSM_BD_JCTF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0237,Zinc,Dissolved,0.017,mg/l
11NPSWRD_WQX-GRSM_BD_NPST,Iron,Dissolved,0.02582,mg/l
11NPSWRD_WQX-GRSM_BD_NPST,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_JCTF,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Aluminum,Dissolved,0.06,mg/l
11NPSWRD_WQX-GRSM_BD_NPST,Zinc,Dissolved,0.01382,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00607,mg/l
11NPSWRD_WQX-GRSM_F_0074,Manganese,Dissolved,0.007,mg/l
11NPSWRD_WQX-GRSM_F_0270,Zinc,Dissolved,0.022,mg/l
11NPSWRD_WQX-GRSM_F_0483,Iron,Dissolved,0.022,mg/l
11NPSWRD_WQX-GRSM_BD_JCTF,Zinc,Dissolved,0.0143,mg/l
11NPSWRD_WQX-GRSM_BD_WCTF,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_WCTF,Zinc,Dissolved,0.01169,mg/l
11NPSWRD_WQX-GRSM_BD_JCTF,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0268,Zinc,Dissolved,0.067,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,0.08368,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Aluminum,Dissolved,0.67,mg/l
11NPSWRD_WQX-GRSM_F_0268,Iron,Dissolved,0.017,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Manganese,Dissolved,0.00226,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Manganese,Dissolved,0.02399,mg/l
11NPSWRD_WQX-GRSM_BD_JCTF,Aluminum,Dissolved,0.03,mg/l
11NPSWRD_WQX-GRSM_F_0071,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,0.04126,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Zinc,Dissolved,0.03681,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,0.02077,mg/l
11NPSWRD_WQX-GRSM_BD_JCTF,Iron,Dissolved,0.02416,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0074,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00637,mg/l
11NPSWRD_WQX-GRSM_BD_NPTF,Iron,Dissolved,0.06444,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Aluminum,Dissolved,0.02591,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_NPST,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_WCST,Zinc,Dissolved,0.01046,mg/l
11NPSWRD_WQX-GRSM_BD_WCTF,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0074,Iron,Dissolved,0.113,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00745,mg/l
11NPSWRD_WQX-GRSM_BD_WCST,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_WCTF,Zinc,Dissolved,0.01228,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Aluminum,Dissolved,0.05,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_JCST,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.0644,mg/l
11NPSWRD_WQX-GRSM_F_0251,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Iron,Dissolved,0.0432,mg/l
11NPSWRD_WQX-GRSM_F_0233,Aluminum,Dissolved,0.144,mg/l
11NPSWRD_WQX-GRSM_BD_WCTF,Iron,Dissolved,0.02222,mg/l
11NPSWRD_WQX-GRSM_F_0251,Zinc,Dissolved,0.016,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,0.0091,mg/l
11NPSWRD_WQX-GRSM_F_0480,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0071,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_BD_NPTF,Aluminum,Dissolved,0.04,mg/l
11NPSWRD_WQX-GRSM_BD_RPST,Manganese,Dissolved,0.01421,mg/l
TDECWR_WQX-TNW000001428,Cadmium,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0030,Aluminum,Dissolved,0.026,mg/l
11NPSWRD_WQX-GRSM_F_0268,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0252,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0268,Zinc,Dissolved,0.008,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000001987,Manganese,Total,6,ug/l
11NPSWRD_WQX-GRSM_F_0237,Iron,Dissolved,0.03,mg/l
11NPSWRD_WQX-GRSM_F_0073,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0480,Iron,Dissolved,0.04,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,0.04652,mg/l
11NPSWRD_WQX-GRSM_F_0251,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0066,Aluminum,Dissolved,0.053,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,0.01388,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.0035,mg/l
11NPSWRD_WQX-GRSM_F_0073,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0481,Zinc,Dissolved,0.136,mg/l
TDECWR_WQX-TNW000001428,Zinc,Total,2.3,ug/l
11NPSWRD_WQX-GRSM_F_0074,Iron,Dissolved,0.015,mg/l
11NPSWRD_WQX-GRSM_F_0483,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0073,Aluminum,Dissolved,0.031,mg/l
TDECWR_WQX-TNW000002325,Copper,Total,,
TDECWR_WQX-TNW000003847,Manganese,Total,81,ug/l
11NPSWRD_WQX-GRSM_F_0268,Aluminum,Dissolved,0.066,mg/l
TDECWR_WQX-TNW000001987,Copper,Total,0.42,ug/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0071,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0268,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000001987,Lead,Total,,ug/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00509,mg/l
11NPSWRD_WQX-GRSM_F_0484,Iron,Dissolved,0.024,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Zinc,Dissolved,0.11905,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0073,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Chromium,Total,0.23,ug/l
11NPSWRD_WQX-GRSM_F_0268,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Zinc,Dissolved,,mg/l
TDECWR_WQX-TNW000001428,Lead,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0479,Manganese,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Iron,Total,499,ug/l
11NPSWRD_WQX-GRSM_F_0481,Manganese,Dissolved,0.011,mg/l
TDECWR_WQX-TNW000001428,Copper,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0234,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000002006,Zinc,Total,1.5,ug/l
11NPSWRD_WQX-GRSM_F_0066,Iron,Dissolved,0.027,mg/l
11NPSWRD_WQX-GRSM_F_0074,Copper,Dissolved,0.022,mg/l
11NPSWRD_WQX-GRSM_F_0252,Iron,Dissolved,0.038,mg/l
TDECWR_WQX-TNW000002310,Lead,Total,,ug/l
11NPSWRD_WQX-GRSM_ND_4145,Aluminum,Dissolved,0.85778,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Nickel,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0233,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0482,Aluminum,Dissolved,0.029,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0030,Aluminum,Dissolved,0.054,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,0.01038,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Manganese,Dissolved,0.06669,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.02334,mg/l
TDECWR_WQX-TNW000003847,Zinc,Total,3,ug/l
11NPSWRD_WQX-GRSM_F_0484,Manganese,Dissolved,0.004,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,0.03602,mg/l
TDECWR_WQX-TNW000003847,Nickel,Total,,
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,0.89599,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.04148,mg/l
11NPSWRD_WQX-GRSM_F_0233,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,0.09724,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,0.01247,mg/l
11NPSWRD_WQX-GRSM_F_0073,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Manganese,Dissolved,0.01169,mg/l
11NPSWRD_WQX-GRSM_F_0479,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0483,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0479,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,0.10268,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Zinc,Dissolved,0.00949,mg/l
11NPSWRD_WQX-GRSM_F_0252,Manganese,Dissolved,0.196,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,0.00223,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,0.01376,mg/l
11NPSWRD_WQX-GRSM_F_0480,Zinc,Dissolved,0.016,mg/l
11NPSWRD_WQX-GRSM_F_0251,Aluminum,Dissolved,0.247,mg/l
TDECWR_WQX-TNW000004112,Iron,Total,110,ug/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.07619,mg/l
TDECWR_WQX-TNW000004112,Chromium,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0073,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0074,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0030,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0484,Aluminum,Dissolved,0.028,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,0.06292,mg/l
11NPSWRD_WQX-GRSM_F_0482,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0481,Aluminum,Dissolved,0.213,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Aluminum,Dissolved,0.78234,mg/l
TDECWR_WQX-TNW000003847,Iron,Total,406,ug/l
11NPSWRD_WQX-GRSM_F_0066,Iron,Dissolved,0.016,mg/l
11NPSWRD_WQX-GRSM_F_0268,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0483,Zinc,Dissolved,0.028,mg/l
TDECWR_WQX-TNW000002310,Cadmium,Total,,
11NPSWRD_WQX-GRSM_F_0030,Iron,Dissolved,0.013,mg/l
11NPSWRD_WQX-GRSM_F_0252,Zinc,Dissolved,0.038,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,0.02345,mg/l
TDECWR_WQX-TNW000002310,Lead,Total,,
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,0.02514,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,0.03174,mg/l
TDECWR_WQX-TNW000001428,Mercury,Total,,ug/l
11NPSWRD_WQX-GRSM_ND_OS,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,0.10708,mg/l
11NPSWRD_WQX-GRSM_F_0074,Manganese,Dissolved,0.003,mg/l
11NPSWRD_WQX-GRSM_F_0221,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00316,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,1.3215,mg/l
11NPSWRD_WQX-GRSM_F_0310,Iron,Dissolved,0.013,mg/l
11NPSWRD_WQX-GRSM_F_0071,Zinc,Dissolved,0.009,mg/l
TDECWR_WQX-TNW000003847,Copper,Total,0.32,ug/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,0.00262,mg/l
11NPSWRD_WQX-GRSM_F_0253,Aluminum,Dissolved,0.048,mg/l
TDECWR_WQX-TNW000003847,Chromium,Total,0.45,ug/l
11NPSWRD_WQX-GRSM_F_0074,Iron,Dissolved,0.08061,mg/l
TDECWR_WQX-TNW000001987,Cadmium,Total,,
11NPSWRD_WQX-GRSM_F_0253,Zinc,Dissolved,,mg/l
TDECWR_WQX-TNW000002006,Manganese,Total,30,ug/l
TDECWR_WQX-TNW000003847,Aluminum,Total,615,ug/l
11NPSWRD_WQX-GRSM_F_0074,Aluminum,Dissolved,0.052,mg/l
11NPSWRD_WQX-GRSM_F_0268,Zinc,Dissolved,0.01,mg/l
11NPSWRD_WQX-GRSM_F_0270,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Aluminum,Dissolved,0.0501,mg/l
11NPSWRD_WQX-GRSM_F_0253,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0485,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Zinc,Dissolved,0.16226,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,0.11693,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Zinc,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Iron,Total,805,ug/l
11NPSWRD_WQX-GRSM_F_0071,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0221,Iron,Dissolved,0.039,mg/l
11NPSWRD_WQX-GRSM_F_0270,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Manganese,Dissolved,0.01076,mg/l
11NPSWRD_WQX-GRSM_F_0482,Manganese,Dissolved,0.002,mg/l
11NPSWRD_WQX-GRSM_F_0066,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0066,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0074,Zinc,Dissolved,0.0096,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,1.62643,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0071,Manganese,Dissolved,,mg/l
TDECWR_WQX-TNW000002325,Zinc,Total,1.4,ug/l
11NPSWRD_WQX-GRSM_F_0311,Aluminum,Dissolved,0.04,mg/l
11NPSWRD_WQX-GRSM_F_0074,Aluminum,Dissolved,0.049,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,0.00407,mg/l
11NPSWRD_WQX-GRSM_F_0234,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0073,Manganese,Dissolved,0.011,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Iron,Dissolved,0.08492,mg/l
11NPSWRD_WQX-GRSM_F_0253,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Zinc,Dissolved,0.01228,mg/l
11NPSWRD_WQX-GRSM_F_0030,Iron,Dissolved,0.144,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00601,mg/l
11NPSWRD_WQX-GRSM_F_0233,Aluminum,Dissolved,0.245,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0485,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Zinc,Dissolved,0.22154,mg/l
11NPSWRD_WQX-GRSM_F_0251,Zinc,Dissolved,0.015,mg/l
11NPSWRD_WQX-GRSM_F_0237,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0234,Aluminum,Dissolved,0.033,mg/l
TDECWR_WQX-TNW000002006,Manganese,Total,41,ug/l
11NPSWRD_WQX-GRSM_ND_SW,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,0.00859,mg/l
11NPSWRD_WQX-GRSM_F_0221,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Chromium,Total,0.2,ug/l
11NPSWRD_WQX-GRSM_F_0030,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0252,Manganese,Dissolved,0.189,mg/l
11NPSWRD_WQX-GRSM_F_0066,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0237,Aluminum,Dissolved,0.12793,mg/l
11NPSWRD_WQX-GRSM_F_0071,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.08809,mg/l
11NPSWRD_WQX-GRSM_F_0074,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Manganese,Dissolved,0.01,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00731,mg/l
11NPSWRD_WQX-GRSM_F_0270,Aluminum,Dissolved,0.023,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.1671,mg/l
11NPSWRD_WQX-GRSM_F_0073,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0270,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0252,Iron,Dissolved,0.063,mg/l
11NPSWRD_WQX-GRSM_F_0237,Iron,Dissolved,0.349,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Zinc,Total,2,ug/l
11NPSWRD_WQX-GRSM_F_0071,Manganese,Dissolved,0.02,mg/l
11NPSWRD_WQX-GRSM_F_0074,Aluminum,Dissolved,0.07645,mg/l
11NPSWRD_WQX-GRSM_F_0073,Zinc,Dissolved,0.023,mg/l
11NPSWRD_WQX-GRSM_F_0252,Zinc,Dissolved,0.036,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,0.05641,mg/l
TDECWR_WQX-TNW000003847,Aluminum,Total,438,ug/l
11NPSWRD_WQX-GRSM_F_0251,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0251,Iron,Dissolved,0.0495,mg/l
11NPSWRD_WQX-GRSM_F_0268,Manganese,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Chromium,Total,0.65,ug/l
11NPSWRD_WQX-GRSM_F_0074,Iron,Dissolved,0.047,mg/l
11NPSWRD_WQX-GRSM_F_0270,Iron,Dissolved,,mg/l
TDECWR_WQX-TNW000001428,Chromium,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0252,Aluminum,Dissolved,0.263,mg/l
11NPSWRD_WQX-GRSM_F_0066,Aluminum,Dissolved,0.036,mg/l
11NPSWRD_WQX-GRSM_F_0073,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0270,Manganese,Dissolved,0.004,mg/l
11NPSWRD_WQX-GRSM_F_0252,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0030,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0066,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0071,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0237,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0270,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,0.01655,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0073,Iron,Dissolved,0.862,mg/l
11NPSWRD_WQX-GRSM_F_0233,Iron,Dissolved,0.024,mg/l
11NPSWRD_WQX-GRSM_F_0484,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0237,Manganese,Dissolved,0.041,mg/l
11NPSWRD_WQX-GRSM_F_0234,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0073,Manganese,Dissolved,0.006,mg/l
11NPSWRD_WQX-GRSM_F_0251,Manganese,Dissolved,0.002,mg/l
11NPSWRD_WQX-GRSM_F_0251,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0482,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0074,Manganese,Dissolved,0.002,mg/l
11NPSWRD_WQX-GRSM_F_0251,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Aluminum,Dissolved,0.08077,mg/l
11NPSWRD_WQX-GRSM_F_0252,Iron,Dissolved,0.087,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Zinc,Dissolved,0.11924,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.0104,mg/l
11NPSWRD_WQX-GRSM_F_0221,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,0.00821,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,0.04527,mg/l
11NPSWRD_WQX-GRSM_F_0071,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,0.02428,mg/l
TDECWR_WQX-TNW000002276,Copper,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0233,Aluminum,Dissolved,0.027,mg/l
11NPSWRD_WQX-GRSM_F_0030,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0268,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0311,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0224,Iron,Dissolved,0.015,mg/l
11NPSWRD_WQX-GRSM_F_0030,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,0.0548,mg/l
11NPSWRD_WQX-GRSM_F_0270,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,0.10364,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0237,Manganese,Dissolved,0.01,mg/l
TDECWR_WQX-TNW000002006,Lead,Total,0.24,ug/l
11NPSWRD_WQX-GRSM_F_0234,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0482,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0252,Aluminum,Dissolved,0.334,mg/l
11NPSWRD_WQX-GRSM_F_0030,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0253,Zinc,Dissolved,0.011,mg/l
11NPSWRD_WQX-GRSM_F_0251,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000003847,Chromium,Total,0.6,ug/l
11NPSWRD_WQX-GRSM_F_0252,Manganese,Dissolved,0.209,mg/l
11NPSWRD_WQX-GRSM_F_0483,Manganese,Dissolved,,mg/l
